Service,Port,Protocol,Description
unknown,19634,unknown,Unassigned
unknown,19635,unknown,Unassigned
unknown,19636,unknown,Unassigned
unknown,19637,unknown,Unassigned
unknown,19638,unknown,Unassigned
unknown,19639,unknown,Unassigned
unknown,19640,unknown,Unassigned
unknown,19641,unknown,Unassigned
unknown,19642,unknown,Unassigned
unknown,19643,unknown,Unassigned
unknown,19644,unknown,Unassigned
unknown,19645,unknown,Unassigned
unknown,19646,unknown,Unassigned
unknown,19647,unknown,Unassigned
unknown,19648,unknown,Unassigned
unknown,19649,unknown,Unassigned
unknown,19650,unknown,Unassigned
unknown,19651,unknown,Unassigned
unknown,19652,unknown,Unassigned
unknown,19653,unknown,Unassigned
unknown,19654,unknown,Unassigned
unknown,19655,unknown,Unassigned
unknown,19656,unknown,Unassigned
unknown,19657,unknown,Unassigned
unknown,19658,unknown,Unassigned
unknown,19659,unknown,Unassigned
unknown,19660,unknown,Unassigned
unknown,19661,unknown,Unassigned
unknown,19662,unknown,Unassigned
unknown,19663,unknown,Unassigned
unknown,19664,unknown,Unassigned
unknown,19665,unknown,Unassigned
unknown,19666,unknown,Unassigned
unknown,19667,unknown,Unassigned
unknown,19668,unknown,Unassigned
unknown,19669,unknown,Unassigned
unknown,19670,unknown,Unassigned
unknown,19671,unknown,Unassigned
unknown,19672,unknown,Unassigned
unknown,19673,unknown,Unassigned
unknown,19674,unknown,Unassigned
unknown,19675,unknown,Unassigned
unknown,19676,unknown,Unassigned
unknown,19677,unknown,Unassigned
unknown,19678,unknown,Unassigned
unknown,19679,unknown,Unassigned
unknown,19680,unknown,Unassigned
unknown,19681,unknown,Unassigned
unknown,19682,unknown,Unassigned
unknown,19683,unknown,Unassigned
unknown,19684,unknown,Unassigned
unknown,19685,unknown,Unassigned
unknown,19686,unknown,Unassigned
unknown,19687,unknown,Unassigned
unknown,19688,unknown,Unassigned
unknown,19689,unknown,Unassigned
unknown,19690,unknown,Unassigned
unknown,19691,unknown,Unassigned
unknown,19692,unknown,Unassigned
unknown,19693,unknown,Unassigned
unknown,19694,unknown,Unassigned
unknown,19695,unknown,Unassigned
unknown,19696,unknown,Unassigned
unknown,19697,unknown,Unassigned
unknown,19698,unknown,Unassigned
unknown,19699,unknown,Unassigned
unknown,19700,unknown,Unassigned
unknown,19701,unknown,Unassigned
unknown,19702,unknown,Unassigned
unknown,19703,unknown,Unassigned
unknown,19704,unknown,Unassigned
unknown,19705,unknown,Unassigned
unknown,19706,unknown,Unassigned
unknown,19707,unknown,Unassigned
unknown,19708,unknown,Unassigned
unknown,19709,unknown,Unassigned
unknown,19710,unknown,Unassigned
unknown,19711,unknown,Unassigned
unknown,19712,unknown,Unassigned
unknown,19713,unknown,Unassigned
unknown,19714,unknown,Unassigned
unknown,19715,unknown,Unassigned
unknown,19716,unknown,Unassigned
unknown,19717,unknown,Unassigned
unknown,19718,unknown,Unassigned
unknown,19719,unknown,Unassigned
unknown,19720,unknown,Unassigned
unknown,19721,unknown,Unassigned
unknown,19722,unknown,Unassigned
unknown,19723,unknown,Unassigned
unknown,19724,unknown,Unassigned
unknown,19725,unknown,Unassigned
unknown,19726,unknown,Unassigned
unknown,19727,unknown,Unassigned
unknown,19728,unknown,Unassigned
unknown,19729,unknown,Unassigned
unknown,19730,unknown,Unassigned
unknown,19731,unknown,Unassigned
unknown,19732,unknown,Unassigned
unknown,19733,unknown,Unassigned
unknown,19734,unknown,Unassigned
unknown,19735,unknown,Unassigned
unknown,19736,unknown,Unassigned
unknown,19737,unknown,Unassigned
unknown,19738,unknown,Unassigned
unknown,19739,unknown,Unassigned
unknown,19740,unknown,Unassigned
unknown,19741,unknown,Unassigned
unknown,19742,unknown,Unassigned
unknown,19743,unknown,Unassigned
unknown,19744,unknown,Unassigned
unknown,19745,unknown,Unassigned
unknown,19746,unknown,Unassigned
unknown,19747,unknown,Unassigned
unknown,19748,unknown,Unassigned
unknown,19749,unknown,Unassigned
unknown,19750,unknown,Unassigned
unknown,19751,unknown,Unassigned
unknown,19752,unknown,Unassigned
unknown,19753,unknown,Unassigned
unknown,19754,unknown,Unassigned
unknown,19755,unknown,Unassigned
unknown,19756,unknown,Unassigned
unknown,19757,unknown,Unassigned
unknown,19758,unknown,Unassigned
unknown,19759,unknown,Unassigned
unknown,19760,unknown,Unassigned
unknown,19761,unknown,Unassigned
unknown,19762,unknown,Unassigned
unknown,19763,unknown,Unassigned
unknown,19764,unknown,Unassigned
unknown,19765,unknown,Unassigned
unknown,19766,unknown,Unassigned
unknown,19767,unknown,Unassigned
unknown,19768,unknown,Unassigned
unknown,19769,unknown,Unassigned
unknown,19770,unknown,Unassigned
unknown,19771,unknown,Unassigned
unknown,19772,unknown,Unassigned
unknown,19773,unknown,Unassigned
unknown,19774,unknown,Unassigned
unknown,19775,unknown,Unassigned
unknown,19776,unknown,Unassigned
unknown,19777,unknown,Unassigned
unknown,19778,unknown,Unassigned
unknown,19779,unknown,Unassigned
unknown,19780,unknown,Unassigned
unknown,19781,unknown,Unassigned
unknown,19782,unknown,Unassigned
unknown,19783,unknown,Unassigned
unknown,19784,unknown,Unassigned
unknown,19785,unknown,Unassigned
unknown,19786,unknown,Unassigned
unknown,19787,unknown,Unassigned
mle,19788,udp,Mesh Link Establishment
unknown,19788,tcp,Reserved
unknown,19789,unknown,Unassigned
unknown,19790,unknown,Unassigned
unknown,19791,unknown,Unassigned
unknown,19792,unknown,Unassigned
unknown,19793,unknown,Unassigned
unknown,19794,unknown,Unassigned
unknown,19795,unknown,Unassigned
unknown,19796,unknown,Unassigned
unknown,19797,unknown,Unassigned
unknown,19798,unknown,Unassigned
unknown,19799,unknown,Unassigned
unknown,19800,unknown,Unassigned
unknown,19801,unknown,Unassigned
unknown,19802,unknown,Unassigned
unknown,19803,unknown,Unassigned
unknown,19804,unknown,Unassigned
unknown,19805,unknown,Unassigned
unknown,19806,unknown,Unassigned
unknown,19807,unknown,Unassigned
unknown,19808,unknown,Unassigned
unknown,19809,unknown,Unassigned
unknown,19810,unknown,Unassigned
unknown,19811,unknown,Unassigned
unknown,19812,unknown,Unassigned
unknown,19813,unknown,Unassigned
unknown,19814,unknown,Unassigned
unknown,19815,unknown,Unassigned
unknown,19816,unknown,Unassigned
unknown,19817,unknown,Unassigned
unknown,19818,unknown,Unassigned
unknown,19819,unknown,Unassigned
unknown,19820,unknown,Unassigned
unknown,19821,unknown,Unassigned
unknown,19822,unknown,Unassigned
unknown,19823,unknown,Unassigned
unknown,19824,unknown,Unassigned
unknown,19825,unknown,Unassigned
unknown,19826,unknown,Unassigned
unknown,19827,unknown,Unassigned
unknown,19828,unknown,Unassigned
unknown,19829,unknown,Unassigned
unknown,19830,unknown,Unassigned
unknown,19831,unknown,Unassigned
unknown,19832,unknown,Unassigned
unknown,19833,unknown,Unassigned
unknown,19834,unknown,Unassigned
unknown,19835,unknown,Unassigned
unknown,19836,unknown,Unassigned
unknown,19837,unknown,Unassigned
unknown,19838,unknown,Unassigned
unknown,19839,unknown,Unassigned
unknown,19840,unknown,Unassigned
unknown,19841,unknown,Unassigned
unknown,19842,unknown,Unassigned
unknown,19843,unknown,Unassigned
unknown,19844,unknown,Unassigned
unknown,19845,unknown,Unassigned
unknown,19846,unknown,Unassigned
unknown,19847,unknown,Unassigned
unknown,19848,unknown,Unassigned
unknown,19849,unknown,Unassigned
unknown,19850,unknown,Unassigned
unknown,19851,unknown,Unassigned
unknown,19852,unknown,Unassigned
unknown,19853,unknown,Unassigned
unknown,19854,unknown,Unassigned
unknown,19855,unknown,Unassigned
unknown,19856,unknown,Unassigned
unknown,19857,unknown,Unassigned
unknown,19858,unknown,Unassigned
unknown,19859,unknown,Unassigned
unknown,19860,unknown,Unassigned
unknown,19861,unknown,Unassigned
unknown,19862,unknown,Unassigned
unknown,19863,unknown,Unassigned
unknown,19864,unknown,Unassigned
unknown,19865,unknown,Unassigned
unknown,19866,unknown,Unassigned
unknown,19867,unknown,Unassigned
unknown,19868,unknown,Unassigned
unknown,19869,unknown,Unassigned
unknown,19870,unknown,Unassigned
unknown,19871,unknown,Unassigned
unknown,19872,unknown,Unassigned
unknown,19873,unknown,Unassigned
unknown,19874,unknown,Unassigned
unknown,19875,unknown,Unassigned
unknown,19876,unknown,Unassigned
unknown,19877,unknown,Unassigned
unknown,19878,unknown,Unassigned
unknown,19879,unknown,Unassigned
unknown,19880,unknown,Unassigned
unknown,19881,unknown,Unassigned
unknown,19882,unknown,Unassigned
unknown,19883,unknown,Unassigned
unknown,19884,unknown,Unassigned
unknown,19885,unknown,Unassigned
unknown,19886,unknown,Unassigned
unknown,19887,unknown,Unassigned
unknown,19888,unknown,Unassigned
unknown,19889,unknown,Unassigned
unknown,19890,unknown,Unassigned
unknown,19891,unknown,Unassigned
unknown,19892,unknown,Unassigned
unknown,19893,unknown,Unassigned
unknown,19894,unknown,Unassigned
unknown,19895,unknown,Unassigned
unknown,19896,unknown,Unassigned
unknown,19897,unknown,Unassigned
unknown,19898,unknown,Unassigned
unknown,19899,unknown,Unassigned
unknown,19900,unknown,Unassigned
unknown,19901,unknown,Unassigned
unknown,19902,unknown,Unassigned
unknown,19903,unknown,Unassigned
unknown,19904,unknown,Unassigned
unknown,19905,unknown,Unassigned
unknown,19906,unknown,Unassigned
unknown,19907,unknown,Unassigned
unknown,19908,unknown,Unassigned
unknown,19909,unknown,Unassigned
unknown,19910,unknown,Unassigned
unknown,19911,unknown,Unassigned
unknown,19912,unknown,Unassigned
unknown,19913,unknown,Unassigned
unknown,19914,unknown,Unassigned
unknown,19915,unknown,Unassigned
unknown,19916,unknown,Unassigned
unknown,19917,unknown,Unassigned
unknown,19918,unknown,Unassigned
unknown,19919,unknown,Unassigned
unknown,19920,unknown,Unassigned
unknown,19921,unknown,Unassigned
unknown,19922,unknown,Unassigned
unknown,19923,unknown,Unassigned
unknown,19924,unknown,Unassigned
unknown,19925,unknown,Unassigned
unknown,19926,unknown,Unassigned
unknown,19927,unknown,Unassigned
unknown,19928,unknown,Unassigned
unknown,19929,unknown,Unassigned
unknown,19930,unknown,Unassigned
unknown,19931,unknown,Unassigned
unknown,19932,unknown,Unassigned
unknown,19933,unknown,Unassigned
unknown,19934,unknown,Unassigned
unknown,19935,unknown,Unassigned
unknown,19936,unknown,Unassigned
unknown,19937,unknown,Unassigned
unknown,19938,unknown,Unassigned
unknown,19939,unknown,Unassigned
unknown,19940,unknown,Unassigned
unknown,19941,unknown,Unassigned
unknown,19942,unknown,Unassigned
unknown,19943,unknown,Unassigned
unknown,19944,unknown,Unassigned
unknown,19945,unknown,Unassigned
unknown,19946,unknown,Unassigned
unknown,19947,unknown,Unassigned
unknown,19948,unknown,Unassigned
unknown,19949,unknown,Unassigned
unknown,19950,unknown,Unassigned
unknown,19951,unknown,Unassigned
unknown,19952,unknown,Unassigned
unknown,19953,unknown,Unassigned
unknown,19954,unknown,Unassigned
unknown,19955,unknown,Unassigned
unknown,19956,unknown,Unassigned
unknown,19957,unknown,Unassigned
unknown,19958,unknown,Unassigned
unknown,19959,unknown,Unassigned
unknown,19960,unknown,Unassigned
unknown,19961,unknown,Unassigned
unknown,19962,unknown,Unassigned
unknown,19963,unknown,Unassigned
unknown,19964,unknown,Unassigned
unknown,19965,unknown,Unassigned
unknown,19966,unknown,Unassigned
unknown,19967,unknown,Unassigned
unknown,19968,unknown,Unassigned
unknown,19969,unknown,Unassigned
unknown,19970,unknown,Unassigned
unknown,19971,unknown,Unassigned
unknown,19972,unknown,Unassigned
unknown,19973,unknown,Unassigned
unknown,19974,unknown,Unassigned
unknown,19975,unknown,Unassigned
unknown,19976,unknown,Unassigned
unknown,19977,unknown,Unassigned
unknown,19978,unknown,Unassigned
unknown,19979,unknown,Unassigned
unknown,19980,unknown,Unassigned
unknown,19981,unknown,Unassigned
unknown,19982,unknown,Unassigned
unknown,19983,unknown,Unassigned
unknown,19984,unknown,Unassigned
unknown,19985,unknown,Unassigned
unknown,19986,unknown,Unassigned
unknown,19987,unknown,Unassigned
unknown,19988,unknown,Unassigned
unknown,19989,unknown,Unassigned
unknown,19990,unknown,Unassigned
unknown,19991,unknown,Unassigned
unknown,19992,unknown,Unassigned
unknown,19993,unknown,Unassigned
unknown,19994,unknown,Unassigned
unknown,19995,unknown,Unassigned
unknown,19996,unknown,Unassigned
unknown,19997,unknown,Unassigned
iec-104-sec,19998,tcp,IEC 60870-5-104 process control - secure
unknown,19998,udp,Reserved
dnp-sec,19999,tcp,Distributed Network Protocol - Secure
dnp-sec,19999,udp,Distributed Network Protocol - Secure
dnp,20000,tcp,DNP
dnp,20000,udp,DNP
microsan,20001,tcp,MicroSAN
microsan,20001,udp,MicroSAN
commtact-http,20002,tcp,Commtact HTTP
commtact-http,20002,udp,Commtact HTTP
commtact-https,20003,tcp,Commtact HTTPS
commtact-https,20003,udp,Commtact HTTPS
unknown,20004,unknown,Unassigned
openwebnet,20005,tcp,OpenWebNet protocol for electric network
openwebnet,20005,udp,OpenWebNet protocol for electric network
unknown,20006,unknown,Unassigned
unknown,20007,unknown,Unassigned
unknown,20008,unknown,Unassigned
unknown,20009,unknown,Unassigned
unknown,20010,unknown,Unassigned
unknown,20011,unknown,Unassigned
unknown,20012,tcp,Reserved
ss-idi-disc,20012,udp,Samsung Interdevice Interaction discovery
ss-idi,20013,tcp,Samsung Interdevice Interaction
unknown,20013,udp,Reserved
opendeploy,20014,tcp,OpenDeploy Listener
opendeploy,20014,udp,OpenDeploy Listener
unknown,20015,unknown,Unassigned
unknown,20016,unknown,Unassigned
unknown,20017,unknown,Unassigned
unknown,20018,unknown,Unassigned
unknown,20019,unknown,Unassigned
unknown,20020,unknown,Unassigned
unknown,20021,unknown,Unassigned
unknown,20022,unknown,Unassigned
unknown,20023,unknown,Unassigned
unknown,20024,unknown,Unassigned
unknown,20025,unknown,Unassigned
unknown,20026,unknown,Unassigned
unknown,20027,unknown,Unassigned
unknown,20028,unknown,Unassigned
unknown,20029,unknown,Unassigned
unknown,20030,unknown,Unassigned
unknown,20031,unknown,Unassigned
unknown,20032,unknown,Unassigned
unknown,20033,unknown,Unassigned
nburn-id,20034,tcp,"NetBurner ID Port
IANA assigned this well-formed service name as a replacement for ""nburn_id""."
nburn_id,20034,tcp,NetBurner ID Port
nburn-id,20034,udp,"NetBurner ID Port
IANA assigned this well-formed service name as a replacement for ""nburn_id""."
nburn_id,20034,udp,NetBurner ID Port
unknown,20035,unknown,Unassigned
unknown,20036,unknown,Unassigned
unknown,20037,unknown,Unassigned
unknown,20038,unknown,Unassigned
unknown,20039,unknown,Unassigned
unknown,20040,unknown,Unassigned
unknown,20041,unknown,Unassigned
unknown,20042,unknown,Unassigned
unknown,20043,unknown,Unassigned
unknown,20044,unknown,Unassigned
unknown,20045,unknown,Unassigned
tmophl7mts,20046,tcp,TMOP HL7 Message Transfer Service
tmophl7mts,20046,udp,TMOP HL7 Message Transfer Service
unknown,20047,unknown,Unassigned
mountd,20048,tcp,NFS mount protocol
mountd,20048,udp,NFS mount protocol
nfsrdma,20049,tcp,Network File System (NFS) over RDMA
nfsrdma,20049,udp,Network File System (NFS) over RDMA
nfsrdma,20049,sctp,Network File System (NFS) over RDMA
unknown,20050,unknown,Unassigned
unknown,20051,unknown,Unassigned
unknown,20052,unknown,Unassigned
unknown,20053,unknown,Unassigned
unknown,20054,unknown,Unassigned
unknown,20055,unknown,Unassigned
unknown,20056,unknown,Unassigned
avesterra,20057,tcp,AvesTerra Hypergraph Transfer Protocol (HGTP)
unknown,20057,udp,Reserved
unknown,20058,unknown,Unassigned
unknown,20059,unknown,Unassigned
unknown,20060,unknown,Unassigned
unknown,20061,unknown,Unassigned
unknown,20062,unknown,Unassigned
unknown,20063,unknown,Unassigned
unknown,20064,unknown,Unassigned
unknown,20065,unknown,Unassigned
unknown,20066,unknown,Unassigned
unknown,20067,unknown,Unassigned
unknown,20068,unknown,Unassigned
unknown,20069,unknown,Unassigned
unknown,20070,unknown,Unassigned
unknown,20071,unknown,Unassigned
unknown,20072,unknown,Unassigned
unknown,20073,unknown,Unassigned
unknown,20074,unknown,Unassigned
unknown,20075,unknown,Unassigned
unknown,20076,unknown,Unassigned
unknown,20077,unknown,Unassigned
unknown,20078,unknown,Unassigned
unknown,20079,unknown,Unassigned
unknown,20080,unknown,Unassigned
unknown,20081,unknown,Unassigned
unknown,20082,unknown,Unassigned
unknown,20083,unknown,Unassigned
unknown,20084,unknown,Unassigned
unknown,20085,unknown,Unassigned
unknown,20086,unknown,Unassigned
unknown,20087,unknown,Unassigned
unknown,20088,unknown,Unassigned
unknown,20089,unknown,Unassigned
unknown,20090,unknown,Unassigned
unknown,20091,unknown,Unassigned
unknown,20092,unknown,Unassigned
unknown,20093,unknown,Unassigned
unknown,20094,unknown,Unassigned
unknown,20095,unknown,Unassigned
unknown,20096,unknown,Unassigned
unknown,20097,unknown,Unassigned
unknown,20098,unknown,Unassigned
unknown,20099,unknown,Unassigned
unknown,20100,unknown,Unassigned
unknown,20101,unknown,Unassigned
unknown,20102,unknown,Unassigned
unknown,20103,unknown,Unassigned
unknown,20104,unknown,Unassigned
unknown,20105,unknown,Unassigned
unknown,20106,unknown,Unassigned
unknown,20107,unknown,Unassigned
unknown,20108,unknown,Unassigned
unknown,20109,unknown,Unassigned
unknown,20110,unknown,Unassigned
unknown,20111,unknown,Unassigned
unknown,20112,unknown,Unassigned
unknown,20113,unknown,Unassigned
unknown,20114,unknown,Unassigned
unknown,20115,unknown,Unassigned
unknown,20116,unknown,Unassigned
unknown,20117,unknown,Unassigned
unknown,20118,unknown,Unassigned
unknown,20119,unknown,Unassigned
unknown,20120,unknown,Unassigned
unknown,20121,unknown,Unassigned
unknown,20122,unknown,Unassigned
unknown,20123,unknown,Unassigned
unknown,20124,unknown,Unassigned
unknown,20125,unknown,Unassigned
unknown,20126,unknown,Unassigned
unknown,20127,unknown,Unassigned
unknown,20128,unknown,Unassigned
unknown,20129,unknown,Unassigned
unknown,20130,unknown,Unassigned
unknown,20131,unknown,Unassigned
unknown,20132,unknown,Unassigned
unknown,20133,unknown,Unassigned
unknown,20134,unknown,Unassigned
unknown,20135,unknown,Unassigned
unknown,20136,unknown,Unassigned
unknown,20137,unknown,Unassigned
unknown,20138,unknown,Unassigned
unknown,20139,unknown,Unassigned
unknown,20140,unknown,Unassigned
unknown,20141,unknown,Unassigned
unknown,20142,unknown,Unassigned
unknown,20143,unknown,Unassigned
unknown,20144,unknown,Unassigned
unknown,20145,unknown,Unassigned
unknown,20146,unknown,Unassigned
unknown,20147,unknown,Unassigned
unknown,20148,unknown,Unassigned
unknown,20149,unknown,Unassigned
unknown,20150,unknown,Unassigned
unknown,20151,unknown,Unassigned
unknown,20152,unknown,Unassigned
unknown,20153,unknown,Unassigned
unknown,20154,unknown,Unassigned
unknown,20155,unknown,Unassigned
unknown,20156,unknown,Unassigned
unknown,20157,unknown,Unassigned
unknown,20158,unknown,Unassigned
unknown,20159,unknown,Unassigned
unknown,20160,unknown,Unassigned
unknown,20161,unknown,Unassigned
unknown,20162,unknown,Unassigned
unknown,20163,unknown,Unassigned
unknown,20164,unknown,Unassigned
unknown,20165,unknown,Unassigned
unknown,20166,unknown,Unassigned
tolfab,20167,tcp,TOLfab Data Change
tolfab,20167,udp,TOLfab Data Change
unknown,20168,unknown,Unassigned
unknown,20169,unknown,Unassigned
unknown,20170,unknown,Unassigned
unknown,20171,unknown,Unassigned
unknown,20172,unknown,Unassigned
unknown,20173,unknown,Unassigned
unknown,20174,unknown,Unassigned
unknown,20175,unknown,Unassigned
unknown,20176,unknown,Unassigned
unknown,20177,unknown,Unassigned
unknown,20178,unknown,Unassigned
unknown,20179,unknown,Unassigned
unknown,20180,unknown,Unassigned
unknown,20181,unknown,Unassigned
unknown,20182,unknown,Unassigned
unknown,20183,unknown,Unassigned
unknown,20184,unknown,Unassigned
unknown,20185,unknown,Unassigned
unknown,20186,unknown,Unassigned
unknown,20187,unknown,Unassigned
unknown,20188,unknown,Unassigned
unknown,20189,unknown,Unassigned
unknown,20190,unknown,Unassigned
unknown,20191,unknown,Unassigned
unknown,20192,unknown,Unassigned
unknown,20193,unknown,Unassigned
unknown,20194,unknown,Unassigned
unknown,20195,unknown,Unassigned
unknown,20196,unknown,Unassigned
unknown,20197,unknown,Unassigned
unknown,20198,unknown,Unassigned
unknown,20199,unknown,Unassigned
unknown,20200,unknown,Unassigned
unknown,20201,unknown,Unassigned
ipdtp-port,20202,tcp,IPD Tunneling Port
ipdtp-port,20202,udp,IPD Tunneling Port
unknown,20203,unknown,Unassigned
unknown,20204,unknown,Unassigned
unknown,20205,unknown,Unassigned
unknown,20206,unknown,Unassigned
unknown,20207,unknown,Unassigned
unknown,20208,unknown,Unassigned
unknown,20209,unknown,Unassigned
unknown,20210,unknown,Unassigned
unknown,20211,unknown,Unassigned
unknown,20212,unknown,Unassigned
unknown,20213,unknown,Unassigned
unknown,20214,unknown,Unassigned
unknown,20215,unknown,Unassigned
unknown,20216,unknown,Unassigned
unknown,20217,unknown,Unassigned
unknown,20218,unknown,Unassigned
unknown,20219,unknown,Unassigned
unknown,20220,unknown,Unassigned
unknown,20221,unknown,Unassigned
ipulse-ics,20222,tcp,iPulse-ICS
ipulse-ics,20222,udp,iPulse-ICS
unknown,20223,unknown,Unassigned
unknown,20224,unknown,Unassigned
unknown,20225,unknown,Unassigned
unknown,20226,unknown,Unassigned
unknown,20227,unknown,Unassigned
unknown,20228,unknown,Unassigned
unknown,20229,unknown,Unassigned
unknown,20230,unknown,Unassigned
unknown,20231,unknown,Unassigned
unknown,20232,unknown,Unassigned
unknown,20233,unknown,Unassigned
unknown,20234,unknown,Unassigned
unknown,20235,unknown,Unassigned
unknown,20236,unknown,Unassigned
unknown,20237,unknown,Unassigned
unknown,20238,unknown,Unassigned
unknown,20239,unknown,Unassigned
unknown,20240,unknown,Unassigned
unknown,20241,unknown,Unassigned
unknown,20242,unknown,Unassigned
unknown,20243,unknown,Unassigned
unknown,20244,unknown,Unassigned
unknown,20245,unknown,Unassigned
unknown,20246,unknown,Unassigned
unknown,20247,unknown,Unassigned
unknown,20248,unknown,Unassigned
unknown,20249,unknown,Unassigned
unknown,20250,unknown,Unassigned
unknown,20251,unknown,Unassigned
unknown,20252,unknown,Unassigned
unknown,20253,unknown,Unassigned
unknown,20254,unknown,Unassigned
unknown,20255,unknown,Unassigned
unknown,20256,unknown,Unassigned
unknown,20257,unknown,Unassigned
unknown,20258,unknown,Unassigned
unknown,20259,unknown,Unassigned
unknown,20260,unknown,Unassigned
unknown,20261,unknown,Unassigned
unknown,20262,unknown,Unassigned
unknown,20263,unknown,Unassigned
unknown,20264,unknown,Unassigned
unknown,20265,unknown,Unassigned
unknown,20266,unknown,Unassigned
unknown,20267,unknown,Unassigned
unknown,20268,unknown,Unassigned
unknown,20269,unknown,Unassigned
unknown,20270,unknown,Unassigned
unknown,20271,unknown,Unassigned
unknown,20272,unknown,Unassigned
unknown,20273,unknown,Unassigned
unknown,20274,unknown,Unassigned
unknown,20275,unknown,Unassigned
unknown,20276,unknown,Unassigned
unknown,20277,unknown,Unassigned
unknown,20278,unknown,Unassigned
unknown,20279,unknown,Unassigned
unknown,20280,unknown,Unassigned
unknown,20281,unknown,Unassigned
unknown,20282,unknown,Unassigned
unknown,20283,unknown,Unassigned
unknown,20284,unknown,Unassigned
unknown,20285,unknown,Unassigned
unknown,20286,unknown,Unassigned
unknown,20287,unknown,Unassigned
unknown,20288,unknown,Unassigned
unknown,20289,unknown,Unassigned
unknown,20290,unknown,Unassigned
unknown,20291,unknown,Unassigned
unknown,20292,unknown,Unassigned
unknown,20293,unknown,Unassigned
unknown,20294,unknown,Unassigned
unknown,20295,unknown,Unassigned
unknown,20296,unknown,Unassigned
unknown,20297,unknown,Unassigned
unknown,20298,unknown,Unassigned
unknown,20299,unknown,Unassigned
unknown,20300,unknown,Unassigned
unknown,20301,unknown,Unassigned
unknown,20302,unknown,Unassigned
unknown,20303,unknown,Unassigned
unknown,20304,unknown,Unassigned
unknown,20305,unknown,Unassigned
unknown,20306,unknown,Unassigned
unknown,20307,unknown,Unassigned
unknown,20308,unknown,Unassigned
unknown,20309,unknown,Unassigned
unknown,20310,unknown,Unassigned
unknown,20311,unknown,Unassigned
unknown,20312,unknown,Unassigned
unknown,20313,unknown,Unassigned
unknown,20314,unknown,Unassigned
unknown,20315,unknown,Unassigned
unknown,20316,unknown,Unassigned
unknown,20317,unknown,Unassigned
unknown,20318,unknown,Unassigned
unknown,20319,unknown,Unassigned
unknown,20320,unknown,Unassigned
unknown,20321,unknown,Unassigned
unknown,20322,unknown,Unassigned
unknown,20323,unknown,Unassigned
unknown,20324,unknown,Unassigned
unknown,20325,unknown,Unassigned
unknown,20326,unknown,Unassigned
unknown,20327,unknown,Unassigned
unknown,20328,unknown,Unassigned
unknown,20329,unknown,Unassigned
unknown,20330,unknown,Unassigned
unknown,20331,unknown,Unassigned
unknown,20332,unknown,Unassigned
unknown,20333,unknown,Unassigned
unknown,20334,unknown,Unassigned
unknown,20335,unknown,Unassigned
unknown,20336,unknown,Unassigned
unknown,20337,unknown,Unassigned
unknown,20338,unknown,Unassigned
unknown,20339,unknown,Unassigned
unknown,20340,unknown,Unassigned
unknown,20341,unknown,Unassigned
unknown,20342,unknown,Unassigned
unknown,20343,unknown,Unassigned
unknown,20344,unknown,Unassigned
unknown,20345,unknown,Unassigned
unknown,20346,unknown,Unassigned
unknown,20347,unknown,Unassigned
unknown,20348,unknown,Unassigned
unknown,20349,unknown,Unassigned
unknown,20350,unknown,Unassigned
unknown,20351,unknown,Unassigned
unknown,20352,unknown,Unassigned
unknown,20353,unknown,Unassigned
unknown,20354,unknown,Unassigned
unknown,20355,unknown,Unassigned
unknown,20356,unknown,Unassigned
unknown,20357,unknown,Unassigned
unknown,20358,unknown,Unassigned
unknown,20359,unknown,Unassigned
unknown,20360,unknown,Unassigned
unknown,20361,unknown,Unassigned
unknown,20362,unknown,Unassigned
unknown,20363,unknown,Unassigned
unknown,20364,unknown,Unassigned
unknown,20365,unknown,Unassigned
unknown,20366,unknown,Unassigned
unknown,20367,unknown,Unassigned
unknown,20368,unknown,Unassigned
unknown,20369,unknown,Unassigned
unknown,20370,unknown,Unassigned
unknown,20371,unknown,Unassigned
unknown,20372,unknown,Unassigned
unknown,20373,unknown,Unassigned
unknown,20374,unknown,Unassigned
unknown,20375,unknown,Unassigned
unknown,20376,unknown,Unassigned
unknown,20377,unknown,Unassigned
unknown,20378,unknown,Unassigned
unknown,20379,unknown,Unassigned
unknown,20380,unknown,Unassigned
unknown,20381,unknown,Unassigned
unknown,20382,unknown,Unassigned
unknown,20383,unknown,Unassigned
unknown,20384,unknown,Unassigned
unknown,20385,unknown,Unassigned
unknown,20386,unknown,Unassigned
unknown,20387,unknown,Unassigned
unknown,20388,unknown,Unassigned
unknown,20389,unknown,Unassigned
unknown,20390,unknown,Unassigned
unknown,20391,unknown,Unassigned
unknown,20392,unknown,Unassigned
unknown,20393,unknown,Unassigned
unknown,20394,unknown,Unassigned
unknown,20395,unknown,Unassigned
unknown,20396,unknown,Unassigned
unknown,20397,unknown,Unassigned
unknown,20398,unknown,Unassigned
unknown,20399,unknown,Unassigned
unknown,20400,unknown,Unassigned
unknown,20401,unknown,Unassigned
unknown,20402,unknown,Unassigned
unknown,20403,unknown,Unassigned
unknown,20404,unknown,Unassigned
unknown,20405,unknown,Unassigned
unknown,20406,unknown,Unassigned
unknown,20407,unknown,Unassigned
unknown,20408,unknown,Unassigned
unknown,20409,unknown,Unassigned
unknown,20410,unknown,Unassigned
unknown,20411,unknown,Unassigned
unknown,20412,unknown,Unassigned
unknown,20413,unknown,Unassigned
unknown,20414,unknown,Unassigned
